"X1"	"X2"	"X3"	"Y"
1.942455149387798	1.79905148750862	-1	3
1.129540925603038	-0.03140177881173641	1	3
2.585393627388803	-0.6579630510030174	0	4
3.882006944860887	-1.852752923536837	0	3
0.6387521589386438	0.6831802956042693	1	2
0.3901918221333933	-0.4170246893231158	0	2
0.6610555235496802	-0.4847954863251951	0	3
2.068662807125293	0.2260472699306819	1	3
2.646426765573516	-0.3727436595240235	0	3
1.873408882886509	0.7990010765139991	-1	3
0.789414753771966	-0.08021217544413035	-1	2
1.333393134620559	-0.5086821728448315	1	3
3.108617192453517	0.9363739555219334	1	3
1.67253687336177	-0.8637481545312722	0	3
1.90729113770361	0.5380764329882035	-1	1
0.7419752020785113	1.100002048023921	1	3
0.012692145346336	-0.5944150766133185	-1	1
2.48683744755269	0.3838121858748694	1	3
1.82532965732633	1.262305690261894	1	3
2.886924167269749	0.8830662698547361	0	4
2.695758851372145	-0.02046619685805067	0	4
0.8008175419160899	-0.2024430110405769	0	4
1.732076733088399	-0.5639984597703427	-1	2
1.105835529804442	-1.246509024286557	0	3
2.057596138322506	-0.5412459159495076	1	3
1.067383138686726	-0.6988440613903738	0	1
0.9750737850701912	0.6943382363767361	1	3
0.7957926467467165	-0.7061498869252518	1	3
2.282299641298315	-0.5996115017299235	0	3
0.437160217641555	1.137323932377689	0	1
3.949619110835766	0.673587228732793	0	3
1.601667565170281	2.263642921398763	1	4
3.060440993086377	-0.08360277368756028	0	4
3.138410717390874	0.8032977516124619	1	4
1.309731794662256	0.9016677476716613	0	3
0.8238166656111687	-0.5727396706111088	1	3
1.982309525158524	1.397995488121887	1	3
1.638209096762947	0.6626587349841281	0	3
0.8660394209123448	0.6325460631878643	1	2
1.872419148719397	-0.3956592709886018	-1	4
0.9422361566155406	1.103565786623942	0	2
2.336332021312551	0.1269964643998119	0	3
3.846577413566589	-0.6546827287448671	-1	3
4.598974311821266	0.2887864934867935	1	5
3.187828338381952	-1.538110349835283	0	3
1.519602099902063	-0.760580661950485	-1	1
1.639642667276349	0.5739542420368036	-1	3
0.6065036444498744	-0.6830173548645965	-1	2
1.924523880349971	0.3703177856578754	1	3
1.360103423455307	-1.604254653217437	-1	2
3.86106819040281	1.265014181637185	0	4
3.623397148819258	0.2979834622458046	0	3
1.060106763329772	0.3337526013372116	-1	3
1.098323699943242	-0.4663395996861592	-1	1
2.324944492275154	-0.8676670205301572	1	3
2.006060822443811	-0.06800244067483253	1	5
4.199589246779438	-1.041308080227905	1	4
2.281116131338918	1.12311120707124	0	5
1.045851550208468	0.02517309956975254	0	3
2.922816993541909	1.789460713558867	1	3
0.8520713941795137	-1.18674132641195	0	2
2.591121574590219	-1.598109926653413	-1	1
2.190909290204909	1.006616099383565	0	4
1.467248791214108	-1.174939501398418	0	2
2.021773980742404	-0.9899082623332958	-1	3
0.7253100893465427	-0.1323294289124866	0	2
1.161285663820941	2.423428637899574	-1	5
2.773418953132231	-0.3526352939857803	0	2
3.304213940962334	0.24609473168914	-1	2
1.743715015661962	-2.011217556576151	1	3
2.256298134011268	-2.083697283980819	-1	3
0.9853073638874057	-0.4204337584015443	-1	3
0.7559181155622716	0.8286613999753422	1	5
1.427749251948194	0.3265725546585245	0	3
3.33713035583007	-0.3962723343599245	-1	3
1.272723826767797	0.2937934336868452	-1	4
1.755594039305424	-0.8521676649752675	-1	3
2.319332792702202	-0.3556027326999722	-1	3
1.913026127558865	0.6032911269838743	0	3
1.14405533665491	-1.756139887464327	-1	3
0.2186349829394219	1.804063369336799	0	4
1.779655144171017	0.4212032826334494	-1	3
2.321598094484275	-1.002790475080226	0	3
2.43917791208509	0.296917798784986	0	3
1.505111263492432	-0.08986449925849728	1	5
1.457906506103233	-0.2796441977685795	0	3
-0.1812527209831347	-0.6626974070451247	-1	3
2.180556591890209	1.623830472228003	1	3
0.1670549523802511	-1.38452521115948	-1	3
0.5685213289336295	0.2332147040741371	1	2
3.497687000286608	-0.6135400629500817	-1	3
0.6354981137731934	0.8612550248333465	1	3
2.830793398860359	-0.8312700237393417	1	3
3.436081826061127	1.507908007439722	0	4
2.182093334908773	1.093611007468311	1	4
1.478430507459382	1.36160140492029	1	3
3.051909444566499	-0.6445733813644533	0	3
0.8417808257461747	-1.276251612900802	1	3
1.240781357024037	0.3249801904380194	1	2
1.412005257203165	-1.19910950990868	1	3
2.959075533507015	0.1351689902322937	1	3
0.9059974598260441	-0.3652570307049661	-1	3
1.990633932755873	-0.9859711838700169	0	5
3.815889061746092	0.8144605084237034	0	3
2.131798523614208	-0.2648558455306209	0	2
2.835589884378285	-0.8575986275599978	0	4
2.035460040862438	-0.6567177546598214	-1	3
-0.2014733802086997	0.3629732094439056	1	3
1.497868404055552	0.3149592761969046	-1	3
1.58043414737888	-1.136265961081346	0	3
2.713991884498483	-0.7307825553006083	1	3
3.442904327028911	0.3597285205905916	0	4
1.033895222911804	0.4121023293830692	0	2
3.121820922167307	-0.9585836817303676	-1	3
1.738440076006612	0.4538300066403678	0	3
4.76527746386784	1.17455077582429	-1	3
2.386494598757196	0.365582708224014	-1	2
3.0264840222235	-0.3289761201150842	-1	3
2.347797432862543	-0.5496025061895297	1	4
2.320347752632629	0.2717648649473195	0	3
-0.6190567837168439	1.417602874533009	1	1
4.202759693742829	-0.4317226294406517	1	3
2.338247038610593	-0.8421616021706755	0	3
1.850130713500807	1.282406070881775	-1	3
1.896250628628686	-0.5504867739060351	-1	3
3.362447768167224	-1.397440399457587	0	3
-0.1264719524648585	-1.191878607634414	1	2
4.964541168958153	-0.5257221522901748	0	4
3.005498907914282	-0.2603908283928061	0	3
1.107403420834591	-0.4692967579987641	0	3
0.7632119082930964	-1.465692313148658	1	3
0.9164722255041056	0.3770230843977909	1	5
1.55611361389042	0.1432624499370284	0	3
2.301641381281876	-2.2192520431137	-1	3
2.002543515188036	-0.6021633393757756	1	1
3.445166047042707	0.3652279697969107	1	4
3.049405976592997	1.870997646191235	1	4
3.429706124089651	0.90349763398216	-1	3
1.260998917054182	-0.2873946745799212	1	3
0.8798081561758233	0.1017135268291396	1	3
2.343049911898451	-1.265383045371073	0	3
2.928119543041584	-0.9655960417005296	1	5
2.258751530383522	-1.008771808191156	0	3
1.247081240159123	0.9296964194663113	0	2
3.758006748423123	0.8297010470962671	0	3
1.106350992328295	1.243840037960412	-1	3
3.440135214008206	0.312908341983858	-1	3
4.366441612098946	-0.5593868512429792	-1	3
0.7808052173197797	0.7382786696275479	1	2
1.510035257620187	0.9934138870100359	-1	3
1.252478468301949	-0.9383368621735146	0	3
1.068401807260123	-0.6806864414656989	1	2
1.112381434367525	-0.450319246217787	-1	3
0.8210892394849747	-0.1258049866601836	0	3
1.150910855594565	-0.02507726780751305	1	3
3.491804063845025	0.2914645961435516	1	3
0.4645968132896283	-1.252696990947875	1	3
2.017061956243452	0.6542260240425637	1	3
-0.0646139031302746	1.156587755776849	0	3
2.790004999349062	2.469147041265232	1	5
2.94872793136732	0.3586969543005489	-1	4
3.574196666818485	0.3644719898734153	-1	3
2.109136186189398	0.8841528609883109	0	3
1.78951806636579	-0.6910984682450229	0	2
